key,commonName,scientificName,fact1,fact2,fact3,imageUrl,hashtags,careLevel,aggression
oscar,"Oscar","Astronotus ocellatus","Thrives in 72-80°F water with pH 6-8","Needs 75+ gallon tank. Pair or single","A large, intelligent cichlid reaching 12-14 inches with various color forms including tiger, albino, and red patterns",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2Foscar.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #oscar #southamericanfish",Moderate,Aggressive
jackDempsey,"Jack Dempsey","Rocio octofasciata","Thrives in 72-86°F water with pH 6-8","Needs 55+ gallon tank. Pair or single","A large, aggressive cichlid reaching 10 inches with iridescent blue spots on dark body named after famous boxer",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FjackDempsey.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #jackdempsey",Moderate,Aggressive
jewelCichlid,"Jewel Cichlid","Hemichromis bimaculatus","Thrives in 75-80°F water with pH 6.5-7.5","Needs 30+ gallon tank. Pair","A beautiful but aggressive cichlid reaching 6 inches with brilliant red coloration intensifying during breeding",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FjewelCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #jewelcichlid #beginnerfish #africanfish",Easy,Aggressive
peacockCichlid,"Peacock Cichlid","Aulonocara species","Thrives in 76-82°F water with pH 7.5-8.5","Needs 55+ gallon tank. Harem (1M:3F)","A colorful African cichlid reaching 4-6 inches with males displaying brilliant blue, yellow, or red coloration depend...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FpeacockCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #peacockcichlid #africanfish",Moderate,Semi-aggressive
yellowLabCichlid,"Yellow Lab Cichlid","Labidochromis caeruleus","Thrives in 72-82°F water with pH 7.8-8.9","Needs 30+ gallon tank. Harem (1M:3F)","A bright yellow African cichlid reaching 4-5 inches with males developing striking egg spots on anal fin",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FyellowLabCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #yellowlabcichlid #beginnerfish #africanfish",Easy,Semi-aggressive
keyholeCichlid,"Keyhole Cichlid","Cleithracara maronii","Thrives in 72-78°F water with pH 6-7.5","Needs 20+ gallon tank. Pair or single","A peaceful cichlid reaching 4-5 inches with distinctive keyhole-shaped black marking on sides",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FkeyholeCichlid.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #keyholecichlid #peacefulfish #beginnerfish #southamericanfish",Easy,Peaceful
banditCory,"Bandit Cory","Corydoras metae","Thrives in 72-79°F water with pH 6-7.5","Needs 20+ gallon tank. School of 6+","A peaceful, social catfish reaching 2-2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbanditCory.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #banditcory #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
pictusCatfish,"Pictus Catfish","Pimelodus pictus","Thrives in 75-81°F water with pH 7-7.5","Needs 55+ gallon tank. Group of 3+","A sleek, active catfish reaching 5 inches with silver body covered in black spots and extremely long white barbels",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FpictusCatfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #pictuscatfish #peacefulfish #southamericanfish",Moderate,Peaceful
siameseAlgaeEater,"Siamese Algae Eater","Crossocheilus oblongus","Thrives in 75-79°F water with pH 6.5-8","Needs 30+ gallon tank. Group of 3+","An elongated, streamlined fish reaching 6 inches with horizontal black stripe running from nose to tail tip",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FsiameseAlgaeEater.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #siamesealgaeeater #peacefulfish #beginnerfish #asianfish",Easy,Peaceful
twigCatfish,"Twig Catfish","Farlowella acus","Thrives in 73-79°F water with pH 6.5-7.5","Needs 35+ gallon tank. Pair or single","An extremely elongated catfish reaching 6 inches with stick-like appearance perfect for camouflage among driftwood",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FtwigCatfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #twigcatfish #peacefulfish #southamericanfish",Difficult,Peaceful
dwarfPetricola,"Dwarf Petricola","Synodontis petricola","Thrives in 72-82°F water with pH 7.5-9","Needs 20+ gallon tank. Group of 3+","A small, active catfish reaching 4 inches with white body covered in black spots and three dorsal fin stripes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FdwarfPetricola.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #dwarfpetricola #peacefulfish #africanfish",Moderate,Peaceful
dojoLoach,"Dojo Loach (Weather Loach)","Misgurnus anguillicaudatus","Thrives in 50-77°F water with pH 6.5-8","Needs 55+ gallon tank. Group of 3+","A large, eel-like loach reaching 12 inches with barbels around mouth and ability to predict weather changes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FdojoLoach.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #dojoloachweatherloac #peacefulfish #asianfish",Very Easy,Peaceful
opalineGourami,"Opaline Gourami","Trichopodus trichopterus","Thrives in 73-82°F water with pH 6-8.8","Needs 30+ gallon tank. Pair or single","A color variant of the three-spot gourami reaching 5-6 inches with marbled blue-gray pattern lacking distinct spots",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FopalineGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #opalinegourami #beginnerfish #asianfish",Easy,Semi-aggressive
goldGourami,"Gold Gourami","Trichopodus trichopterus (Gold)","Thrives in 73-82°F water with pH 6-8.8","Needs 30+ gallon tank. Pair or single","A color variant of three-spot gourami reaching 5-6 inches with golden-yellow body lacking distinct spot pattern",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgoldGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #goldgourami #beginnerfish #asianfish",Easy,Semi-aggressive
blueGourami,"Blue Gourami","Trichopodus trichopterus","Thrives in 73-82°F water with pH 6-8.8","Needs 30+ gallon tank. Pair or single","A large labyrinth fish reaching 5-6 inches with powder-blue body and two distinct spots (third spot is the eye)",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FblueGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bluegourami #beginnerfish #asianfish",Easy,Semi-aggressive
kissingGourami,"Kissing Gourami","Helostoma temminckii","Thrives in 72-82°F water with pH 6-8","Needs 50+ gallon tank. Pair or single","A large labyrinth fish reaching 12 inches with distinctive thick lips used for ""kissing"" behavior between individuals",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FkissingGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #kissinggourami #beginnerfish #asianfish",Easy,Semi-aggressive
moonlightGourami,"Moonlight Gourami","Trichopodus microlepis","Thrives in 77-82°F water with pH 6-7.5","Needs 30+ gallon tank. Pair or single","A peaceful, silvery labyrinth fish reaching 6 inches with subtle iridescent blue sheen and orange-tinted pelvic fins",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FmoonlightGourami.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #moonlightgourami #peacefulfish #beginnerfish #asianfish",Easy,Peaceful
africanButterflyFish,"African Butterfly Fish","Pantodon buchholzi","Thrives in 75-86°F water with pH 6-7","Needs 30+ gallon tank. Solitary","A predatory surface-dwelling species reaching 5 inches with large, wing-like pectoral fins resembling a butterfly",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FafricanButterflyFish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #africanbutterflyfish #africanfish",Moderate,Semi-aggressive
senegalBichir,"Bichir (Senegal)","Polypterus senegalus","Thrives in 75-82°F water with pH 6.5-7.5","Needs 90+ gallon tank. Solitary or pair","A primitive, prehistoric fish reaching 12-14 inches with elongated body, armored ganoid scales, and primitive lungs f...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FsenegalBichir.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bichirsenegal #africanfish",Moderate,Semi-aggressive
peaPuffer,"Freshwater Pufferfish (Pea Puffer)","Carinotetraodon travancoricus","Thrives in 74-82°F water with pH 7-8","Needs 5+ gallon tank. Solitary or group","A tiny, fully freshwater puffer reaching only 1 inch with round body, large eyes, and ability to puff when threatened",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FpeaPuffer.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #freshwaterpufferfish #asianfish",Moderate,Aggressive
elephantNoseFish,"Elephant Nose Fish","Gnathonemus petersii","Thrives in 73-82°F water with pH 6-7.5","Needs 50+ gallon tank. Solitary or pair","An unusual fish reaching 9 inches with elongated chin extension used for electroreception to navigate and find food",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FelephantNoseFish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #elephantnosefish #peacefulfish #africanfish",Difficult,Peaceful
ropeFish,"Rope Fish","Erpetoichthys calabaricus","Thrives in 72-82°F water with pH 6.5-7.5","Needs 50+ gallon tank. Solitary or group","An elongated, primitive fish reaching 12-15 inches with rope-like body, primitive lungs, and ability to breathe atmos...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FropeFish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #ropefish #peacefulfish #africanfish",Moderate,Peaceful
silvertipTetra,"Silvertip Tetra","Hasemania nana","Thrives in 72-82°F water with pH 6-7.8","Needs 10+ gallon tank. School of 8-10+","A small, energetic schooling fish reaching 2 inches with distinctive silvery-white fin tips and coppery-orange males",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FsilvertipTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #silvertiptetra #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
headAndTailLightTetra,"Head and Tail Light Tetra","Hemigrammus ocellifer","Thrives in 72-80°F water with pH 5.5-7.5","Needs 15+ gallon tank. School of 6+","A peaceful schooling tetra reaching 2 inches with distinctive iridescent copper-rimmed spots near head and tail resem...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FheadAndTailLightTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #headandtaillighttetr #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
colombianTetra,"Colombian Tetra","Hyphessobrycon columbianus","Thrives in 72-82°F water with pH 6-7.5","Needs 20+ gallon tank. School of 6-8+","A striking medium tetra reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FcolombianTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #colombiantetra #beginnerfish #schoolingfish",Easy,Semi-aggressive
rosyTetra,"Rosy Tetra","Hyphessobrycon rosaceus","Thrives in 72-82°F water with pH 6-7.5","Needs 15+ gallon tank. School of 6+","A peaceful schooling tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FrosyTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #rosytetra #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
yellowPhantomTetra,"Yellow Phantom Tetra","Hyphessobrycon roseus","Thrives in 72-80°F water with pH 5-7.5","Needs 15+ gallon tank. School of 8-10+","A peaceful nano tetra reaching 2 inches with striking yellow body, black shoulder spot, and orange-blue fins with whi...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FyellowPhantomTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #yellowphantomtetra #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
beckfordsPencilfish,"Beckford's Pencilfish","Nannostomus beckfordi","Thrives in 75-82°F water with pH 6-7.5","Needs 10+ gallon tank. School of 6+","A slender surface-dwelling fish reaching 2 inches with golden-yellow to red body and horizontal black stripe from hea...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbeckfordsPencilfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #beckfordspencilfish #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
goldenPencilfish,"Golden Pencilfish","Nannostomus eques","Thrives in 75-82°F water with pH 5-7","Needs 15+ gallon tank. School of 8-10+","A distinctive elongated surface-dweller reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgoldenPencilfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #goldenpencilfish #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
blindCaveTetra,"Blind Cave Tetra","Astyanax mexicanus","Thrives in 68-77°F water with pH 6-7.5","Needs 30+ gallon tank. School of 6+","A unique eyeless albino tetra reaching 3",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FblindCaveTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #blindcavetetra #beginnerfish #schoolingfish",Easy,Semi-aggressive
garnetTetra,"Garnet Tetra","Hemigrammus pulcher","Thrives in 75-81°F water with pH 5-7","Needs 15+ gallon tank. School of 8-10+","A small peaceful tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgarnetTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #garnettetra #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
dwarfPencilfish,"Dwarf Pencilfish","Nannostomus marginatus","Thrives in 75-82°F water with pH 5-7","Needs 10+ gallon tank. School of 6+","A tiny surface-dwelling nano fish reaching 1 inch with silver body, two prominent black horizontal stripes, and red p...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FdwarfPencilfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #dwarfpencilfish #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
flagTetra,"Flag Tetra","Hyphessobrycon heterorhabdus","Thrives in 73-82°F water with pH 5.5-7.5","Needs 20+ gallon tank. School of 8+","A beautiful tetra reaching 2 inches with silver body, prominent black horizontal stripe, iridescent green-yellow band...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FflagTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #flagtetra #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
costelloTetra,"Costello Tetra","Hemigrammus costelloi","Thrives in 72-80°F water with pH 5.5-7","Needs 10+ gallon tank. School of 6+","A small schooling tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FcostelloTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #costellotetra #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
platinumTetra,"Platinum Tetra","Hemigrammus vorderwinkleri","Thrives in 72-80°F water with pH 6-7.5","Needs 15+ gallon tank. School of 6+","A small silver tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FplatinumTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #platinumtetra #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
blackLineTetra,"Black Line Tetra","Hyphessobrycon scholzei","Thrives in 72-82°F water with pH 6.5-8","Needs 20+ gallon tank. School of 6+","A hardy beginner-friendly tetra reaching 2 inches with silver body and prominent black horizontal stripe from gill to...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FblackLineTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #blacklinetetra #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
loretoTetra,"Loreto Tetra","Hyphessobrycon loretoensis","Thrives in 72-79°F water with pH 5.5-7","Needs 10+ gallon tank. School of 8-10+","A rare nano tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FloretoTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #loretotetra #peacefulfish #schoolingfish #southamericanfish",Difficult,Peaceful
dawnTetra,"Dawn Tetra","Aphyocharax paraguayensis","Thrives in 72-80°F water with pH 6-7.5","Needs 20+ gallon tank. School of 12+","A striking nano tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FdawnTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #dawntetra #schoolingfish #southamericanfish",Moderate,Semi-aggressive
kittyTetra,"Kitty Tetra","Hyphessobrycon heliacus","Thrives in 72-82°F water with pH 6-7.5","Needs 15+ gallon tank. School of 6+","A vibrant tetra reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FkittyTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #kittytetra #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
goldenTetra,"Golden Tetra","Hemigrammus rodwayi","Thrives in 72-82°F water with pH 6-7.5","Needs 15+ gallon tank. School of 6+","A shimmering tetra reaching 2 inches with golden-yellow metallic sheen from natural parasites acquired in wild popula...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgoldenTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #goldentetra #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
coralRedPencilfish,"Coral Red Pencilfish","Nannostomus mortenthaleri","Thrives in 75-80°F water with pH 5-6.5","Needs 10+ gallon tank. School of 8-10+","A stunning nano surface-dweller reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FcoralRedPencilfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #coralredpencilfish #peacefulfish #schoolingfish #southamericanfish",Difficult,Peaceful
rubyTetra,"Ruby Tetra","Axelrodia riesei","Thrives in 68-82°F water with pH 5.5-7","Needs 10+ gallon tank. School of 6+","A tiny jewel-like nano tetra reaching 0",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FrubyTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #rubytetra #peacefulfish #schoolingfish #southamericanfish",Moderate,Peaceful
glassBloodfin,"Glass Bloodfin","Prionobrama filigera","Thrives in 72-82°F water with pH 6-7.5","Needs 20+ gallon tank. School of 6+","A transparent elongated tetra reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FglassBloodfin.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #glassbloodfin #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
redeyeTetra,"Redeye Tetra","Moenkhausia sanctaefilomenae","Thrives in 72-82°F water with pH 6-7.5","Needs 20+ gallon tank. School of 6+","A robust active tetra reaching 2",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FredeyeTetra.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #redeyetetra #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
tinfoilBarb,"Tinfoil Barb","Barbonymus schwanenfeldii","Thrives in 72-77°F water with pH 6-7","Needs 75+ gallon tank. School of 5+","A large active barb reaching 14 inches with bright silver metallic body and red-orange fin accents",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FtinfoilBarb.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #tinfoilbarb #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
aruliusBarb,"Arulius Barb","Dawkinsia arulius","Thrives in 68-77°F water with pH 6.5-7.5","Needs 40+ gallon tank. School of 6+","A medium-sized barb reaching 4",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FaruliusBarb.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #aruliusbarb #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
melonBarb,"Melon Barb","Haludaria fasciata","Thrives in 70-77°F water with pH 6-7.5","Needs 55+ gallon tank. School of 6+","A colorful medium barb reaching 6 inches with pinkish-orange body resembling a melon and black spot near tail",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FmelonBarb.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #melonbarb #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
tBarb,"T-Barb","Puntigrus partipentazona","Thrives in 72-79°F water with pH 6-7.5","Needs 55+ gallon tank. School of 6+","A medium barb reaching 6 inches with distinctive T-shaped or two-spot pattern on sides",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FtBarb.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #tbarb #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
cumingsBarb,"Cuming's Barb","Pethia cumingii","Thrives in 72-79°F water with pH 6-7","Needs 20+ gallon tank. School of 6+","A small attractive barb reaching 2 inches with golden-yellow body and distinct black markings",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FcumingsBarb.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #cumingsbarb #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
glowlightDanio,"Glowlight Danio","Celestichthys choprae","Thrives in 68-77°F water with pH 6.5-7.5","Needs 10+ gallon tank. School of 6-8+","A tiny vibrant danio reaching 1 inch with stunning bars, stripes, and spots in green, gold, red, and turquoise creati...",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FglowlightDanio.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #glowlightdanio #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
giantDanio,"Giant Danio","Devario aequipinnatus","Thrives in 72-75°F water with pH 6-7.5","Needs 40+ gallon tank. School of 6+","A large active danio reaching 4 inches with blue-green body and yellow-gold horizontal stripes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FgiantDanio.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #giantdanio #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
malabarDanio,"Malabar Danio","Devario malabaricus","Thrives in 64-75°F water with pH 6-7.5","Needs 55+ gallon tank. School of 6+","A medium-sized active danio reaching 6 inches with silvery-blue body and horizontal stripes",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FmalabarDanio.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #malabardanio #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
orangeFinnedDanio,"Orange-Finned Danio","Danio kyathit","Thrives in 64-77°F water with pH 6.3-7.1","Needs 15+ gallon tank. School of 6+","A small colorful danio reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2ForangeFinnedDanio.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #orangefinneddanio #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
rummyNoseRasbora,"Rummy Nose Rasbora","Sawbwa resplendens","Thrives in 68-75°F water with pH 6.5-7.5","Needs 15+ gallon tank. School of 8+","A distinctive nano rasbora reaching 1",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FrummyNoseRasbora.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #rummynoserasbora #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
dwarfSpottedRasbora,"Dwarf Spotted Rasbora","Boraras maculatus","Thrives in 75-82°F water with pH 5-7","Needs 5+ gallon tank. School of 8+","A tiny nano rasbora reaching 0",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FdwarfSpottedRasbora.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #dwarfspottedrasbora #peacefulfish #schoolingfish #asianfish",Moderate,Peaceful
redtailRasbora,"Redtail Rasbora","Rasbora borapetensis","Thrives in 72-77°F water with pH 6-7","Needs 20+ gallon tank. School of 6+","A slender active rasbora reaching 2 inches with silvery body and distinctive red tail fin",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FredtailRasbora.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #redtailrasbora #peacefulfish #beginnerfish #schoolingfish",Easy,Peaceful
bandedRainbowfish,"Banded Rainbowfish","Melanotaenia trifasciata","Thrives in 75-82°F water with pH 6.5-8","Needs 40+ gallon tank. School of 6+","A colorful medium rainbowfish reaching 5 inches with distinctive vertical bands and iridescent blue-green body",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FbandedRainbowfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #bandedrainbowfish #peacefulfish #schoolingfish",Moderate,Peaceful
kamakaRainbowfish,"Kamaka Rainbowfish","Melanotaenia kamaka","Thrives in 72-79°F water with pH 6.5-8","Needs 30+ gallon tank. School of 6+","A stunning rainbowfish reaching 3",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FkamakaRainbowfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #kamakarainbowfish #peacefulfish #schoolingfish",Moderate,Peaceful
axelrodiRainbowfish,"Axelrodi Rainbowfish","Chilatherina axelrodi","Thrives in 75-82°F water with pH 6.5-8","Needs 30+ gallon tank. School of 6+","A beautiful smaller rainbowfish reaching 3 inches with blue-green iridescent body and red-orange fins",https://firebasestorage.googleapis.com/v0/b/comparium-21b69.firebasestorage.app/o/images%2Fspecies%2FaxelrodiRainbowfish.jpg?alt=media,"#fishtok #aquarium #fishkeeping #aquariumhobby #axelrodirainbowfish #peacefulfish #schoolingfish",Moderate,Peaceful
